x,theta_mid,C_mid,psi_mid
0.0,1.0,1.0,0.0
0.0125,0.9782551171301648,0.9529777454535342,-0.012118040356435027
0.025,0.9565114160868704,0.9059827858471149,-0.04568481778684089
0.037500000000000006,0.9347869233126727,0.8591429324391457,-0.09809460404843169
0.05,0.9131139053326623,0.8126703822105135,-0.16691312845451214
0.0625,0.8915364275317745,0.7668450847445815,-0.24987020699603202
0.07500000000000001,0.8701080243471293,0.7219972364662515,-0.34485420519626164
0.08750000000000001,0.8488894523935724,0.6784889056500316,-0.4499075445383557
0.1,0.8279465178285563,0.6366951471410539,-0.5632226291896364
0.1125,0.8073479854779726,0.5969852674214615,-0.6831377283108013
0.125,0.7871635910617697,0.5597051549600054,-0.8081324928288265
0.1375,0.7674621826140793,0.5251615793196251,-0.9368229131448471
0.15000000000000002,0.7483100188944474,0.49360926019045576,-1.0679556294473713
0.1625,0.7297692497180852,0.46524127480723165,-1.2004015893328874
0.17500000000000002,0.7118966038914929,0.4401832023300837,-1.333149108621471
0.1875,0.6947423275544378,0.41849158341090925,-1.4652964342487829
0.2,0.6783493607877347,0.4001559527298463,-1.5960439451772759
0.21250000000000002,0.6627527545917895,0.38510397793138446,-1.7246861379841367
0.225,0.6479793201064092,0.3732090341436263,-1.850603545144749
0.23750000000000002,0.6340474794085571,0.3642992583926271,-1.9732547273071561
0.25,0.6209672728586813,0.3581670621793878,-2.092168465377731
0.2625,0.6087406611563619,0.35458037420251953,-2.2069362540772324
0.275,0.5973619135606283,0.3532926558721666,-2.3172051983147206
0.28750000000000003,0.5868180994167278,0.35405191658258306,-2.422671380748943
0.30000000000000004,0.5770896597666259,0.3566085076063836,-2.523073747766093
0.3125,0.5681510308712981,0.36072153055277567,-2.6181885420356767
0.325,0.5599712931746077,0.3661638111432456,-2.7078242925931457
0.3375,0.5525148224965807,0.3727254876079766,-2.7918173585141193
0.35000000000000003,0.545741924010298,0.38021633368108326,-2.8700280099560236
0.36250000000000004,0.5396094334775109,0.3884669794327987,-2.942337020704504
0.375,0.5340712740806575,0.3973292128255149,-3.0086427392812114
0.3875,0.5290789608395065,0.4066755459224519,-3.0688586009545205
0.4,0.5245820479389927,0.4163982173442643,-3.1229110403923586
0.41250000000000003,0.5205285172946357,0.4264077817670554,-3.1707377639233743
0.42500000000000004,0.5168651095016532,0.4366314125243097,-3.2122863411440346
0.4375,0.51353759250534,0.4470109949072423,-3.2475130776859285
0.45,0.5104909901999635,0.4575011321618453,-3.276382133524162
0.4625,0.5076697667313372,0.4680670767724835,-3.298864855517194
0.47500000000000003,0.5050179641146271,0.4786825943037066,-3.314939297378817
0.48750000000000004,0.502479311202521,0.48932779463919973,-3.32458990451085
0.5,0.4999973108643452,0.49998691671077156,-3.327807346267721
0.5125000000000001,0.4975153133189498,0.510646041366215,-3.324588483442102
0.525,0.49497666873796,0.5212912496213211,-3.3149364640745365
0.5375,0.4923248800128006,0.5319067804265019,-3.2988606276206145
0.55,0.4895036760670185,0.5424727435993519,-3.2763765374611955
0.5625,0.4864570990221555,0.5529629045995412,-3.24750614863486
0.5750000000000001,0.48312961314209246,0.5633425157776878,-3.2122781229982316
0.5875,0.47946624237473146,0.5735661800706268,-3.170728309241793
0.6000000000000001,0.4754127554176667,0.5835757845706498,-3.1229004103375297
0.6125,0.4709158930245826,0.5932985030545201,-3.068846865168639
0.625,0.4659236373661477,0.6026448912646096,-3.0086299757285193
0.6375000000000001,0.4603855429151458,0.6115071894557025,-2.9423233154613015
0.65,0.4542531249892098,0.6197579119503591,-2.870013456935265
0.6625000000000001,0.44748030706540165,0.6272488496734943,-2.7918020591124195
0.675,0.44002392518571354,0.633810636433602,-2.7078083552483907
0.6875,0.43184428477827297,0.6392530505333403,-2.6181720816838805
0.7000000000000001,0.4229057618820865,0.6433662356279705,-2.5230568851868744
0.7125,0.41317743711302557,0.6459230237083134,-2.422654241789882
0.7250000000000001,0.4026337468463418,0.6466825234359497,-2.3171879129859896
0.7375,0.3912551321701728,0.6453950937986149,-2.2069189555091833
0.75,0.3790286623981295,0.6418087523801832,-2.0921512886355917
0.7625000000000001,0.3659486066713118,0.6356769689950168,-1.9732378080586777
0.775,0.3520169254805075,0.626767680655673,-1.850587018178615
0.7875000000000001,0.3372436589026162,0.6148733069601827,-1.7246701355793488
0.8,0.3216472287945669,0.5998219943449938,-1.5960285953241313
0.8125,0.3052544458108958,0.5814871238644785,-1.4652818586943384
0.8250000000000001,0.2881003603670207,0.5597963672560244,-1.3331354207729835
0.8375,0.27022791189050094,0.5347392613565218,-1.2003888920249999
0.8500000000000001,0.2516873458148298,0.5063723467937541,-1.0679440125794453
0.8625,0.23253539020624817,0.4748212004366324,-0.9368124511971845
0.875,0.21283419413008836,0.44027889509245427,-0.808123242267011
0.8875000000000001,0.19265001557638917,0.40300014336829837,-0.6831297248843338
0.9,0.17205170182467328,0.36329170567677765,-0.5632158851488897
0.9125000000000001,0.15110898788416466,0.3214994598567388,-0.4499020457886941
0.925,0.12989063793730715,0.2779927008714651,-0.3448499084066372
0.9375,0.10846245758353143,0.23314647172476383,-0.2498670366792356
0.9500000000000001,0.08688520298278968,0.1873228291720751,-0.16691097403865812
0.9625,0.06521240823463004,0.1408519590349157,-0.09809331695629568
0.9750000000000001,0.04348813851371962,0.09401380170011801,-0.045684208535006425
0.9875,0.021744660268233892,0.04702054673030781,-0.012117875679942242
1.0,0.0,0.0,0.0
