x,theta_mid,C_mid,psi_mid
0.0,1.0,1.0,0.0
0.0125,0.9585110600988647,-2.0754676249666207e+43,-0.15331174244780593
0.025,0.917233618321545,-4.140518941324585e+43,-0.5407012001039239
0.037500000000000006,0.8766788286331704,-6.177470291826704e+43,-1.0969785186016316
0.05,0.837524176021774,-8.163332301422464e+43,-1.7642423093888207
0.0625,0.8004907726299497,-1.007254936053587e+44,-2.492249983049157
0.07500000000000001,0.7662380067605385,-1.187970426682797e+44,-3.23880056224347
0.08750000000000001,0.7352841888521786,-1.3561272567597362e+44,-3.9698637707132938
0.1,0.7079592502516139,-1.5096290092011873e+44,-4.659345609185673
0.1125,0.6843903953759911,-1.6466612557552177e+44,-5.2885033633758525
0.125,0.6645161247818698,-1.765757573612538e+44,-5.845098169741995
0.1375,0.6481201101625118,-1.8659316873816163e+44,-6.322401578150478
0.15000000000000002,0.6348749547294383,-1.946833848427071e+44,-6.7181654990353765
0.1625,0.6243868003573187,-2.008860935372807e+44,-7.033638264484437
0.17500000000000002,0.6162341612081981,-2.0531715364748133e+44,-7.272677453574377
0.1875,0.6099936360356941,-2.08167823659654e+44,-7.440981971246998
0.2,0.6052657192001885,-2.096768854072161e+44,-7.545445413139726
0.21250000000000002,0.6016890480329968,-2.1010361929506396e+44,-7.593628513154855
0.225,0.5989443907002464,-2.097099894348604e+44,-7.593339684416849
0.23750000000000002,0.5967574477460555,-2.0874445864286074e+44,-7.552309561307916
0.25,0.5948955956793116,-2.074304700720555e+44,-7.477947990589562
0.2625,0.5931622394208671,-2.05963191031653e+44,-7.377173769779232
0.275,0.5913941364823627,-2.045079356914708e+44,-7.2563057436711125
0.28750000000000003,0.5894587091334095,-2.0320017835269255e+44,-7.121004806959121
0.30000000000000004,0.5872513878014215,-2.0214631664315963e+44,-6.976256664082305
0.3125,0.5846929644655883,-2.014246833336348e+44,-6.826385721433793
0.325,0.5817269354742066,-2.0108659187909114e+44,-6.675091313652693
0.3375,0.5783168408218125,-2.011574036427201e+44,-6.52549856557877
0.35000000000000003,0.5744436361964024,-2.0163772429060644e+44,-6.380217467059199
0.36250000000000004,0.5701031525577123,-2.0250488730682946e+44,-6.24140506894595
0.375,0.5653037025525075,-2.0371488228976927e+44,-6.110826986060655
0.3875,0.5600638860082998,-2.0520485176662996e+44,-5.989915536225986
0.4,0.5544106324618181,-2.068962265000137e+44,-5.879822806827536
0.41250000000000003,0.5483775015497836,-2.0869850590532193e+44,-5.781467704854843
0.42500000000000004,0.5420032454504707,-2.1051362462001183e+44,-5.695576618457217
0.4375,0.5353306234308175,-2.1224078383090628e+44,-5.6227177174278875
0.45,0.5284054477757143,-2.1378157065544733e+44,-5.563329173483405
0.4625,0.5212758329538287,-2.1504514327646644e+44,-5.51774171730564
0.47500000000000003,0.5139916152960446,-2.159532241321956e+44,-5.486195994964474
0.48750000000000004,0.5066039081459732,-2.164446159728441e+44,-5.468855164836732
0.5,0.4991647577086199,-2.1647892825371283e+44,-5.4658131057146555
0.5125000000000001,0.4917268553272262,-2.1604527527536727e+44,-5.477098496579682
0.525,0.4843429724680983,-2.1517223774480713e+44,-5.502675623572596
0.5375,0.47706546669963645,-2.1391261572827196e+44,-5.542442892263629
0.55,0.46994595909572434,-2.1233834509467606e+44,-5.596227304337109
0.5625,0.4630349637898239,-2.1053625430702863e+44,-5.663774807419956
0.5750000000000001,0.4563814110875711,-2.0860321915062308e+44,-5.744736249490267
0.5875,0.4500320288111783,-2.066410136310058e+44,-5.838648580082978
0.6000000000000001,0.4440305481302099,-2.047511290723855e+44,-5.944910887466935
0.6125,0.43841670277939115,-2.0302980692117486e+44,-6.0627548577391766
0.625,0.4332249963070831,-2.015634887165236e+44,-6.191209309239255
0.6375000000000001,0.42848322047467857,-2.0042483544310672e+44,-6.329058618013271
0.65,0.42421071942222,-1.9966940930243873e+44,-6.474795132885809
0.6625000000000001,0.42041640849401374,-1.993330459525972e+44,-6.626566107333119
0.675,0.41709657245950005,-1.9942987823631716e+44,-6.782116271128065
0.6875,0.4142324828414212,-1.9995090856708136e+44,-6.938727939549064
0.7000000000000001,0.4117878845110581,-2.008629736842916e+44,-7.093161507399669
0.7125,0.4097064031788495,-2.0210791258338544e+44,-7.241600271214198
0.7250000000000001,0.40790891392978557,-2.0360175010340525e+44,-7.37960470889554
0.7375,0.4062908853930851,-2.0523376296024952e+44,-7.5020825355786
0.75,0.40471967963007566,-2.068654222260371e+44,-7.603281942045634
0.7625000000000001,0.4030317597203813,-2.0832942355199883e+44,-7.676816305459008
0.775,0.4010297638655928,-2.0942932689654176e+44,-7.7157292809661655
0.7875000000000001,0.3984794876113652,-2.0994069996128785e+44,-7.712609563988666
0.8,0.39510316325492256,-2.0961382650611092e+44,-7.6597649081004935
0.8125,0.39057672665376875,-2.0818571601002243e+44,-7.549465892655304
0.8250000000000001,0.3845321236159749,-2.053960460701567e+44,-7.374268646480839
0.8375,0.3765614995448236,-2.0100547605000764e+44,-7.127428782338686
0.8500000000000001,0.3662348863687349,-1.948289927371269e+44,-6.8034213920573325
0.8625,0.3531212845963144,-1.8675300874283773e+44,-6.398577636197608
0.875,0.33681740570695246,-1.7673993895795736e+44,-5.911844785053771
0.8875000000000001,0.3169880365159705,-1.648271202480837e+44,-5.34566924395746
0.9,0.29341189939323015,-1.5111533941815538e+44,-4.70698035091689
0.9125000000000001,0.26602636078742836,-1.3575273108546687e+44,-4.008223732223767
0.925,0.2349617496145103,-1.1892151326418998e+44,-3.2683595845641236
0.9375,0.2005551535569572,-1.0083174781581582e+44,-2.513713516036189
0.9500000000000001,0.16333512617159968,-8.171922792905403e+43,-1.7785602720574785
0.9625,0.12397281355985228,-6.183902191154526e+43,-1.105350080018304
0.9750000000000001,0.08320060912986482,-4.14476920459342e+43,-0.5445653774999621
0.9875,0.04170464884946203,-2.0775751467231766e+43,-0.1543230891194548
1.0,0.0,0.0,0.0
