x,theta_mid,C_mid,psi_mid
0.0,1.0,1.0,0.0
0.0125,0.9874955043425909,0.9871805222146689,-0.002818347630113768
0.025,0.9749910232105528,0.9743614808926874,-0.010856001851222636
0.037500000000000006,0.9624865745965678,0.961543690113313,-0.023706126069213074
0.05,0.9499821794483849,0.9487282939193937,-0.04097243620242365
0.0625,0.9374778611383311,0.9359167185674658,-0.06226920138048132
0.07500000000000001,0.9249736449218381,0.9231106246303583,-0.08722124466276052
0.08750000000000001,0.9124695573926144,0.9103118590806845,-0.11546394377510931
0.1,0.8999656259422486,0.89752240762917,-0.1466432318642046
0.1125,0.8874618782319676,0.8847443477052084,-0.1804155982693191
0.125,0.8749583416840087,0.8719798025489434,-0.216448089311455
0.1375,0.862455042999621,0.8592308969353692,-0.2544183090997686
0.15000000000000002,0.8499520077100979,0.8464997150726606,-0.294014420355025
0.1625,0.8374492597664897,0.8337882612110327,-0.3349351452495192
0.17500000000000002,0.8249468211727651,0.8210984234673081,-0.37688976626252324
0.1875,0.8124447116662292,0.8084319413170362,-0.4195981270498961
0.2,0.7999429484479634,0.795790377134051,-0.46279063332605364
0.21250000000000002,0.787441545964983,0.7831750920706793,-0.5062082537560669
0.225,0.774940515744738,0.7705872264747238,-0.5496025208552452
0.23750000000000002,0.7624398662815195,0.7580276849361673,-0.5927355318931915
0.25,0.7499396029733321,0.745497125951671,-0.6353799497989925
0.2625,0.7374397281068694,0.732995956092515,-0.6773190040639294
0.275,0.7249402408873897,0.7205243284654963,-0.7183464916378761
0.28750000000000003,0.7124411375095869,0.7080821451698508,-0.7582667778153801
0.30000000000000004,0.6999424112649633,0.6956690633793006,-0.7968947971073082
0.3125,0.6874440526807781,0.6832845046190712,-0.834056054093868
0.325,0.6749460496853548,0.6709276667646293,-0.8695866242547923
0.3375,0.6624483877943962,0.6585975382628122,-0.9033331547724948
0.35000000000000003,0.6499510503129646,0.6462929140670265,-0.9351528653040644
0.36250000000000004,0.6374540185479363,0.634012412785772,-0.9649135487180567
0.375,0.624957272026019,0.6217544945667431,-0.992493571792177
0.3875,0.6124607887128202,0.6095174792755547,-1.0177818758681083
0.4,0.5999645452289446,0.5972995645766354,-1.0406779774599393
0.41250000000000003,0.5874685170596747,0.5850988435816605,-1.0610919688128746
0.42500000000000004,0.574972678755418,0.572913321795461,-1.0789445184091766
0.4375,0.5624770041207692,0.5607409331579223,-1.0941668714185842
0.45,0.5499814663907202,0.5485795550502806,-1.1067008500907902
0.4625,0.5374860383932203,0.5364270222027989,-1.1164988540879257
0.47500000000000003,0.5249906926979373,0.524281139505608,-1.1235238607554008
0.48750000000000004,0.5124954017516654,0.5121396937833105,-1.1277494253299027
0.5,0.5000001380013643,0.5000004646448817,-1.1291596810838151
0.5125000000000001,0.4875048740062676,0.4878612345618456,-1.1277493394058578
0.525,0.47500958232604656,0.4757197860083739,-1.1235236898180399
0.5375,0.46251423540963277,0.4635738986049429,-1.1164985999474955
0.55,0.4500188057073149,0.45142135919646476,-1.1067005154349716
0.5625,0.4375232657937577,0.4392599727020624,-1.0941664597797254
0.5750000000000001,0.42502758850338007,0.4270875738894716,-1.0789440341211496
0.5875,0.41253174707907536,0.41490204018559274,-1.0610914169579655
0.6000000000000001,0.40003571533472326,0.4027013055837926,-1.0406773638062878
0.6125,0.3875394678313415,0.3904833756497409,-1.0177812067983134
0.625,0.3750429800660813,0.3782463435627605,-0.9924928542237847
0.6375000000000001,0.3625462286725991,0.3659884070611034,-0.9649127900167405
0.65,0.35004919163065407,0.35370788608966885,-0.9351520731904011
0.6625000000000001,0.3375518484821156,0.34140324088010626,-0.9033323372233288
0.675,0.32505418054993396,0.32907309012868335,-0.8695857894002619
0.6875,0.3125561711560554,0.3167162288794751,-0.8340552101112493
0.7000000000000001,0.30005780583376757,0.30433164567192866,-0.7968939521129048
0.7125,0.2875590725295666,0.2919185384750768,-0.7582659397557584
0.7250000000000001,0.27505996178935516,0.2794763289076705,-0.7183456681818057
0.7375,0.2625604669236309,0.2670046742359276,-0.6773182024964455
0.75,0.2500605841463125,0.25450347664958417,-0.6353791769190491
0.7625000000000001,0.23756031268198946,0.24197288934302366,-0.5927347939164124
0.775,0.22505965483666934,0.22941331897134226,-0.5496018233233165
0.7875000000000001,0.21255861602753184,0.21682542411047256,-0.5062076014543404
0.8,0.20005720476778155,0.20421010942444567,-0.4627900302109448
0.8125,0.18755543260340277,0.1915685153293209,-0.41959757618767274
0.8250000000000001,0.1750533139994495,0.1789020030394401,-0.37688926978107307
0.8375,0.1625508661744339,0.16621213498408646,-0.33493470430467565
0.8500000000000001,0.15004810888237838,0.15350065068750032,-0.2940140351130069
0.8625,0.13754506414315382,0.1407694383083689,-0.2544179787372536
0.875,0.12504175592280137,0.1280205021320041,-0.21644781203476304
0.8875000000000001,0.11253820976660772,0.11525592639508175,-0.18041537135412405
0.9,0.10003445238873679,0.10247783589478046,-0.14664305171712316
0.9125000000000001,0.08753051122319092,0.0896883538874827,-0.11546380601843531
0.925,0.07502641394174989,0.07688955781332217,-0.08722114424351904
0.9375,0.06252218794529119,0.06408343338877796,-0.062269132704871576
0.9500000000000001,0.05001785983550651,0.05127182758778841,-0.040972393296601024
0.9625,0.03751345487447595,0.03845640098067214,-0.023706102767230446
0.9750000000000001,0.02500899643982316,0.02563857981823705,-0.010855992010807997
0.9875,0.012504505483237803,0.012819508135014559,-0.002818345376806311
1.0,0.0,0.0,0.0
