0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,-0.060150,-0.102175,-0.132811,-0.155441,-0.172126,-0.184288,-0.192986,-0.199033,-0.203059,-0.205560,-0.206920,-0.207440,-0.207352,-0.206836,-0.206030,-0.205039,-0.203943,-0.202803,-0.201663,-0.200555,-0.199505,-0.198527,-0.197632,-0.196828,-0.196117,-0.195500,-0.194977,-0.194545,-0.194200,-0.193940,-0.193758,-0.193652,-0.193614,-0.193642,-0.193729,-0.193870,-0.194061,-0.194297,-0.194574,-0.194886,-0.195229,-0.195599,-0.195993,-0.196405,-0.196833,-0.197272,-0.197719,-0.198170,-0.198622,-0.199071,-0.199515,-0.199949,-0.200371,-0.200777,-0.201164,-0.201529,-0.201869,-0.202179,-0.202458,-0.202702,-0.202907,-0.203070,-0.203187,-0.203255,-0.203271,-0.203230,-0.203129,-0.202965,-0.202732,-0.202428,-0.202048,-0.201589,-0.201045,-0.200412,-0.199687,-0.198865,-0.197940,-0.196909,-0.195767,-0.194509,-0.193130,-0.191626,-0.189991,-0.188221,-0.186311,-0.184255,-0.182050,-0.179690,-0.177171,-0.174487,-0.171635,-0.168609,-0.165406,-0.162021,-0.158449,-0.154689,-0.150734,-0.146583,-0.142232,-0.137679,-0.132920,-0.127953,-0.122776,-0.117388,-0.111787,-0.105972,-0.099942,-0.093696,-0.087234,-0.080555,-0.073657,-0.066539,-0.059197,-0.051629,-0.043824,-0.035768,-0.027438,-0.018785,-0.009713,0.000000
0.000000,-0.103828,-0.182570,-0.242670,-0.288525,-0.323294,-0.349370,-0.368627,-0.382554,-0.392341,-0.398939,-0.403102,-0.405430,-0.406394,-0.406364,-0.405628,-0.404411,-0.402885,-0.401182,-0.399404,-0.397625,-0.395900,-0.394271,-0.392764,-0.391401,-0.390191,-0.389141,-0.388253,-0.387525,-0.386955,-0.386536,-0.386262,-0.386124,-0.386115,-0.386226,-0.386447,-0.386771,-0.387188,-0.387690,-0.388267,-0.388911,-0.389615,-0.390369,-0.391167,-0.392001,-0.392863,-0.393746,-0.394643,-0.395547,-0.396451,-0.397350,-0.398235,-0.399101,-0.399942,-0.400750,-0.401520,-0.402245,-0.402919,-0.403534,-0.404086,-0.404567,-0.404969,-0.405288,-0.405515,-0.405644,-0.405668,-0.405579,-0.405370,-0.405033,-0.404560,-0.403944,-0.403176,-0.402249,-0.401153,-0.399880,-0.398422,-0.396769,-0.394912,-0.392843,-0.390551,-0.388027,-0.385262,-0.382247,-0.378970,-0.375423,-0.371596,-0.367479,-0.363063,-0.358337,-0.353293,-0.347920,-0.342210,-0.336154,-0.329742,-0.322968,-0.315822,-0.308296,-0.300385,-0.292080,-0.283375,-0.274265,-0.264745,-0.254810,-0.244456,-0.233680,-0.222478,-0.210849,-0.198790,-0.186301,-0.173380,-0.160025,-0.146235,-0.132006,-0.117335,-0.102212,-0.086624,-0.070547,-0.053942,-0.036741,-0.018828,0.000000
0.000000,-0.137816,-0.247641,-0.334578,-0.402877,-0.456035,-0.496941,-0.527992,-0.551174,-0.568120,-0.580169,-0.588407,-0.593713,-0.596789,-0.598196,-0.598378,-0.597684,-0.596388,-0.594704,-0.592795,-0.590789,-0.588779,-0.586838,-0.585016,-0.583351,-0.581866,-0.580579,-0.579497,-0.578623,-0.577955,-0.577489,-0.577218,-0.577134,-0.577225,-0.577482,-0.577892,-0.578445,-0.579127,-0.579927,-0.580833,-0.581834,-0.582918,-0.584073,-0.585289,-0.586554,-0.587858,-0.589191,-0.590542,-0.591902,-0.593260,-0.594606,-0.595932,-0.597228,-0.598484,-0.599691,-0.600838,-0.601918,-0.602920,-0.603834,-0.604652,-0.605363,-0.605957,-0.606424,-0.606754,-0.606936,-0.606960,-0.606815,-0.606490,-0.605973,-0.605252,-0.604317,-0.603154,-0.601752,-0.600097,-0.598178,-0.595980,-0.593490,-0.590696,-0.587582,-0.584136,-0.580342,-0.576187,-0.571656,-0.566735,-0.561409,-0.555663,-0.549482,-0.542854,-0.535761,-0.528192,-0.520131,-0.511565,-0.502480,-0.492864,-0.482703,-0.471985,-0.460700,-0.448837,-0.436384,-0.423333,-0.409675,-0.395402,-0.380508,-0.364986,-0.348832,-0.332042,-0.314611,-0.296538,-0.277821,-0.258457,-0.238447,-0.217786,-0.196472,-0.174500,-0.151860,-0.128536,-0.104503,-0.079717,-0.054114,-0.027592,0.000000
0.000000,-0.165389,-0.301576,-0.412456,-0.501754,-0.572882,-0.628882,-0.672417,-0.705786,-0.730945,-0.749537,-0.762925,-0.772233,-0.778376,-0.782096,-0.783990,-0.784534,-0.784108,-0.783010,-0.781475,-0.779687,-0.777785,-0.775877,-0.774043,-0.772343,-0.770818,-0.769498,-0.768400,-0.767535,-0.766907,-0.766514,-0.766351,-0.766410,-0.766680,-0.767151,-0.767809,-0.768640,-0.769631,-0.770767,-0.772034,-0.773418,-0.774904,-0.776478,-0.778126,-0.779835,-0.781591,-0.783380,-0.785191,-0.787008,-0.788821,-0.790617,-0.792382,-0.794105,-0.795772,-0.797373,-0.798894,-0.800323,-0.801647,-0.802854,-0.803930,-0.804864,-0.805642,-0.806250,-0.806675,-0.806903,-0.806919,-0.806711,-0.806262,-0.805557,-0.804582,-0.803320,-0.801756,-0.799873,-0.797654,-0.795082,-0.792140,-0.788810,-0.785074,-0.780913,-0.776310,-0.771244,-0.765698,-0.759652,-0.753086,-0.745981,-0.738319,-0.730078,-0.721241,-0.711787,-0.701698,-0.690956,-0.679541,-0.667436,-0.654624,-0.641088,-0.626811,-0.611779,-0.595977,-0.579391,-0.562009,-0.543820,-0.524813,-0.504979,-0.484310,-0.462801,-0.440444,-0.417237,-0.393175,-0.368258,-0.342482,-0.315848,-0.288353,-0.259995,-0.230769,-0.200666,-0.169673,-0.137767,-0.104911,-0.071053,-0.036116,0.000000
0.000000,-0.188370,-0.347132,-0.479249,-0.587875,-0.676147,-0.747048,-0.803325,-0.847438,-0.881548,-0.907515,-0.926923,-0.941098,-0.951141,-0.957959,-0.962292,-0.964740,-0.965788,-0.965823,-0.965151,-0.964017,-0.962612,-0.961082,-0.959541,-0.958076,-0.956749,-0.955606,-0.954678,-0.953985,-0.953539,-0.953343,-0.953397,-0.953695,-0.954228,-0.954985,-0.955952,-0.957117,-0.958464,-0.959976,-0.961638,-0.963434,-0.965346,-0.967359,-0.969457,-0.971622,-0.973840,-0.976094,-0.978368,-0.980648,-0.982918,-0.985161,-0.987365,-0.989512,-0.991588,-0.993578,-0.995467,-0.997239,-0.998879,-1.000371,-1.001700,-1.002849,-1.003803,-1.004544,-1.005056,-1.005322,-1.005324,-1.005044,-1.004464,-1.003565,-1.002329,-1.000735,-0.998763,-0.996394,-0.993606,-0.990378,-0.986689,-0.982515,-0.977836,-0.972627,-0.966866,-0.960530,-0.953594,-0.946035,-0.937829,-0.928951,-0.919378,-0.909084,-0.898047,-0.886241,-0.873644,-0.860232,-0.845983,-0.830873,-0.814881,-0.797987,-0.780170,-0.761411,-0.741692,-0.720997,-0.699309,-0.676614,-0.652900,-0.628155,-0.602370,-0.575536,-0.547648,-0.518699,-0.488686,-0.457608,-0.425463,-0.392250,-0.357970,-0.322621,-0.286200,-0.248704,-0.210121,-0.170437,-0.129625,-0.087649,-0.044461,0.000000
0.000000,-0.207890,-0.386187,-0.537158,-0.663437,-0.767832,-0.853159,-0.922122,-0.977232,-1.020756,-1.054699,-1.080800,-1.100546,-1.115193,-1.125793,-1.133215,-1.138175,-1.141258,-1.142937,-1.143594,-1.143535,-1.143004,-1.142190,-1.141245,-1.140284,-1.139394,-1.138639,-1.138068,-1.137714,-1.137596,-1.137726,-1.138110,-1.138746,-1.139628,-1.140747,-1.142091,-1.143647,-1.145398,-1.147329,-1.149423,-1.151661,-1.154026,-1.156499,-1.159063,-1.161700,-1.164391,-1.167117,-1.169862,-1.172608,-1.175336,-1.178028,-1.180668,-1.183238,-1.185719,-1.188094,-1.190345,-1.192454,-1.194403,-1.196174,-1.197747,-1.199104,-1.200225,-1.201092,-1.201683,-1.201979,-1.201958,-1.201600,-1.200882,-1.199782,-1.198278,-1.196346,-1.193962,-1.191102,-1.187742,-1.183855,-1.179416,-1.174398,-1.168775,-1.162520,-1.155604,-1.148000,-1.139680,-1.130614,-1.120775,-1.110132,-1.098658,-1.086323,-1.073099,-1.058956,-1.043867,-1.027803,-1.010738,-0.992644,-0.973496,-0.953268,-0.931936,-0.909478,-0.885872,-0.861098,-0.835136,-0.807971,-0.779586,-0.749968,-0.719106,-0.686990,-0.653613,-0.618968,-0.583052,-0.545863,-0.507401,-0.467667,-0.426661,-0.384386,-0.340842,-0.296030,-0.249946,-0.202582,-0.153927,-0.103962,-0.052662,0.000000
0.000000,-0.224709,-0.420071,-0.587836,-0.730198,-0.849634,-0.948747,-1.030127,-1.096257,-1.149437,-1.191750,-1.225039,-1.250909,-1.270740,-1.285702,-1.296779,-1.304792,-1.310418,-1.314215,-1.316636,-1.318050,-1.318754,-1.318985,-1.318929,-1.318736,-1.318518,-1.318364,-1.318337,-1.318487,-1.318845,-1.319432,-1.320262,-1.321337,-1.322658,-1.324217,-1.326006,-1.328011,-1.330219,-1.332613,-1.335175,-1.337888,-1.340733,-1.343689,-1.346739,-1.349861,-1.353037,-1.356245,-1.359467,-1.362682,-1.365870,-1.369012,-1.372087,-1.375076,-1.377958,-1.380713,-1.383321,-1.385761,-1.388012,-1.390053,-1.391863,-1.393420,-1.394701,-1.395685,-1.396347,-1.396665,-1.396614,-1.396169,-1.395307,-1.394000,-1.392222,-1.389947,-1.387146,-1.383793,-1.379857,-1.375309,-1.370121,-1.364259,-1.357695,-1.350396,-1.342330,-1.333464,-1.323766,-1.313203,-1.301740,-1.289346,-1.275985,-1.261624,-1.246230,-1.229769,-1.212208,-1.193516,-1.173660,-1.152609,-1.130332,-1.106801,-1.081988,-1.055865,-1.028409,-0.999594,-0.969399,-0.937805,-0.904794,-0.870350,-0.834459,-0.797111,-0.758297,-0.718011,-0.676250,-0.633011,-0.588294,-0.542104,-0.494442,-0.445315,-0.394728,-0.342686,-0.289193,-0.234252,-0.177864,-0.120028,-0.060740,0.000000
0.000000,-0.239364,-0.449761,-0.632549,-0.789559,-0.922967,-1.035146,-1.128538,-1.205545,-1.268449,-1.319357,-1.360173,-1.392582,-1.418055,-1.437860,-1.453075,-1.464613,-1.473236,-1.479579,-1.484165,-1.487423,-1.489703,-1.491287,-1.492404,-1.493234,-1.493919,-1.494570,-1.495274,-1.496093,-1.497074,-1.498249,-1.499640,-1.501257,-1.503107,-1.505186,-1.507488,-1.510004,-1.512721,-1.515623,-1.518693,-1.521915,-1.525267,-1.528730,-1.532284,-1.535908,-1.539580,-1.543279,-1.546984,-1.550673,-1.554324,-1.557915,-1.561424,-1.564829,-1.568108,-1.571238,-1.574197,-1.576961,-1.579507,-1.581811,-1.583849,-1.585597,-1.587030,-1.588122,-1.588847,-1.589179,-1.589090,-1.588552,-1.587538,-1.586018,-1.583961,-1.581339,-1.578118,-1.574268,-1.569755,-1.564547,-1.558609,-1.551906,-1.544404,-1.536066,-1.526856,-1.516737,-1.505672,-1.493622,-1.480551,-1.466419,-1.451188,-1.434821,-1.417279,-1.398523,-1.378517,-1.357224,-1.334607,-1.310630,-1.285260,-1.258463,-1.230206,-1.200460,-1.169196,-1.136386,-1.102006,-1.066033,-1.028448,-0.989231,-0.948368,-0.905848,-0.861659,-0.815795,-0.768254,-0.719032,-0.668134,-0.615562,-0.561323,-0.505426,-0.447881,-0.388701,-0.327896,-0.265481,-0.201468,-0.135872,-0.068709,0.000000
0.000000,-0.252249,-0.475990,-0.672278,-0.842648,-0.989007,-1.113506,-1.218422,-1.306048,-1.378611,-1.438206,-1.486756,-1.525997,-1.557463,-1.582495,-1.602249,-1.617716,-1.629733,-1.639004,-1.646117,-1.651558,-1.655730,-1.658960,-1.661516,-1.663613,-1.665422,-1.667080,-1.668693,-1.670343,-1.672092,-1.673984,-1.676051,-1.678313,-1.680781,-1.683459,-1.686345,-1.689433,-1.692712,-1.696168,-1.699787,-1.703550,-1.707438,-1.711431,-1.715509,-1.719650,-1.723831,-1.728031,-1.732226,-1.736392,-1.740507,-1.744548,-1.748489,-1.752308,-1.755980,-1.759479,-1.762782,-1.765863,-1.768696,-1.771255,-1.773513,-1.775444,-1.777020,-1.778212,-1.778991,-1.779329,-1.779195,-1.778557,-1.777385,-1.775645,-1.773305,-1.770331,-1.766687,-1.762339,-1.757249,-1.751380,-1.744695,-1.737155,-1.728720,-1.719351,-1.709006,-1.697644,-1.685223,-1.671702,-1.657038,-1.641187,-1.624108,-1.605757,-1.586092,-1.565069,-1.542648,-1.518786,-1.493443,-1.466578,-1.438154,-1.408132,-1.376477,-1.343154,-1.308132,-1.271379,-1.232869,-1.192574,-1.150473,-1.106546,-1.060776,-1.013148,-0.963653,-0.912284,-0.859035,-0.803909,-0.746907,-0.688035,-0.627304,-0.564726,-0.500317,-0.434093,-0.366076,-0.296289,-0.224757,-0.151508,-0.076577,0.000000
